-177	394
-176	410
-175	438
-174	392
-173	429
-172	456
-171	411
-170	432
-169	486
-168	495
-167	474
-166	472
-165	499
-164	507
-163	562
-162	570
-161	519
-160	565
-159	580
-158	576
-157	566
-156	558
-155	579
-154	621
-153	622
-152	594
-151	624
-150	608
-149	660
-148	641
-147	704
-146	696
-145	699
-144	725
-143	716
-142	709
-141	801
-140	716
-139	755
-138	777
-137	782
-136	720
-135	798
-134	820
-133	813
-132	839
-131	814
-130	827
-129	859
-128	865
-127	865
-126	935
-125	914
-124	888
-123	967
-122	968
-121	954
-120	942
-119	997
-118	1013
-117	1044
-116	1028
-115	1116
-114	1050
-113	1044
-112	1071
-111	1099
-110	1190
-109	1111
-108	1188
-107	1107
-106	1162
-105	1176
-104	1172
-103	1130
-102	1229
-101	1142
-100	1287
-99	1259
-98	1289
-97	1286
-96	1309
-95	1286
-94	1385
-93	1327
-92	1345
-91	1366
-90	1327
-89	1400
-88	1449
-87	1415
-86	1482
-85	1545
-84	1464
-83	1442
-82	1474
-81	1447
-80	1507
-79	1585
-78	1575
-77	1588
-76	1558
-75	1600
-74	1597
-73	1623
-72	1693
-71	1727
-70	1677
-69	1664
-68	1655
-67	1683
-66	1711
-65	1705
-64	1724
-63	1844
-62	1721
-61	1750
-60	1828
-59	1767
-58	1812
-57	1775
-56	1869
-55	1849
-54	1830
-53	1858
-52	1817
-51	1850
-50	1871
-49	1872
-48	1908
-47	1937
-46	1922
-45	1921
-44	1970
-43	2021
-42	1920
-41	2032
-40	1946
-39	1970
-38	1984
-37	2005
-36	1979
-35	2086
-34	2095
-33	2041
-32	2102
-31	2178
-30	2107
-29	2101
-28	2081
-27	2047
-26	2105
-25	2127
-24	2136
-23	2161
-22	2176
-21	2110
-20	2233
-19	2165
-18	2131
-17	2174
-16	2160
-15	2171
-14	2167
-13	2107
-12	2145
-11	2199
-10	2200
-9	2193
-8	2237
-7	2212
-6	2239
-5	2163
-4	2177
-3	2180
-2	2235
-1	2165
0	4404
1	2220
2	2231
3	2275
4	2195
5	2236
6	2224
7	2229
8	2256
9	2228
10	2259
11	2281
12	2236
13	2234
14	2193
15	2175
16	2139
17	2244
18	2150
19	2156
20	2179
21	2218
22	2233
23	2050
24	2088
25	2176
26	2219
27	2127
28	2066
29	2121
30	2122
31	2133
32	2038
33	2123
34	2042
35	2047
36	2024
37	2081
38	2103
39	2030
40	2031
41	1953
42	1992
43	2019
44	1953
45	2001
46	1974
47	1947
48	1967
49	1933
50	1970
51	1916
52	1934
53	1917
54	1898
55	1857
56	1846
57	1919
58	1812
59	1826
60	1761
61	1780
62	1773
63	1818
64	1770
65	1800
66	1745
67	1722
68	1778
69	1699
70	1708
71	1714
72	1660
73	1763
74	1628
75	1611
76	1613
77	1640
78	1645
79	1624
80	1607
81	1543
82	1548
83	1519
84	1517
85	1507
86	1530
87	1488
88	1391
89	1427
90	1519
91	1423
92	1383
93	1441
94	1351
95	1346
96	1345
97	1318
98	1256
99	1293
100	1330
101	1311
102	1321
103	1303
104	1246
105	1193
106	1194
107	1159
108	1226
109	1183
110	1144
111	1135
112	1081
113	1151
114	1083
115	1079
116	1068
117	1050
118	1032
119	978
120	999
121	1031
122	1004
123	999
124	945
125	929
126	957
127	882
128	878
129	894
130	848
131	829
132	832
133	836
134	837
135	829
136	813
137	755
138	805
139	744
140	750
141	746
142	670
143	773
144	724
145	666
146	654
147	687
148	622
149	646
150	626
151	596
152	600
153	577
154	567
155	573
156	533
157	544
158	550
159	531
160	502
161	498
162	492
163	505
164	511
165	495
166	443
167	494
168	412
169	428
170	451
171	452
172	425
173	402
174	433
175	335
176	420
177	397
178	376
179	367
180	362
181	301
182	336
183	333
184	354
185	331
186	323
187	316
188	305
189	295
190	288
191	299
192	286
193	255
194	260
195	265
196	240
197	253
198	228
199	242
200	223
201	221
202	204
203	207
204	212
205	206
206	207
207	204
208	197
209	195
210	179
211	183
212	164
213	179
214	171
215	147
216	181
217	184
218	152
219	187
220	147
221	154
222	140
223	132
224	138
225	133
226	137
227	131
228	127
229	126
230	133
231	110
232	120
233	125
234	107
235	103
236	105
237	75
238	103
239	101
240	84
241	78
242	100
243	85
244	88
245	83
246	82
247	82
248	91
249	66
250	71
251	73
252	56
253	54
254	60
255	68
256	68
257	69
258	70
259	53
260	62
261	42
262	55
263	56
264	48
265	51
266	54
267	41
268	38
269	49
270	37
271	42
272	51
273	33
274	27
275	34
276	37
277	37
278	29
279	31
280	35
281	37
282	31
283	38
284	31
285	23
286	27
287	21
288	33
289	18
290	23
291	23
292	22
293	21
294	22
295	23
296	19
297	35
298	18
299	24
300	15
301	19
302	12
303	19
304	12
305	16
306	15
307	18
308	14
309	13
310	10
311	10
312	11
313	12
314	16
315	19
316	10
317	12
318	11
319	11
320	11
321	12
322	18
323	8
324	14
325	13
326	3
327	6
328	9
329	11
330	4
331	11
332	15
333	5
334	5
335	8
336	5
337	9
338	12
339	8
340	7
341	5
342	10
343	2
344	5
345	3
346	1
347	7
348	5
349	6
350	4
351	5
352	2
353	2
354	2
355	6
357	5
358	2
359	3
360	6
361	1
362	3
363	1
364	4
365	2
366	4
367	2
368	3
369	1
370	3
371	1
373	1
374	3
375	1
376	1
378	3
380	2
381	1
382	4
383	2
384	2
385	3
386	1
387	3
388	1
389	2
393	1
394	1
395	2
396	2
397	1
398	3
400	1
405	4
408	1
409	1
410	1
417	1
418	3
421	1
422	1
437	2
442	1
455	1
463	1
